,Pret_Raw,Full_Description,Suprafata_Utila,Nr_Camere,An_Constructie,Zona
2438,126 000 €,"1 |  /  | 10 | 126 000 € | 1680 €/m² | Apartament 3 camere Gara | Uzinei, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 75 m² | Etaj | 8 etajul | Vezi descrierea anunțului | Tip ofertă: Vânzare apartament 3 camere decomandatSuprafață: 75 mp total | 71 mp utili | Balcon închis 4 mpEtaj: 8 din 10An construcție: 1976Compartimentare :Living spațios2 dormitoareBucătărie separa... | Iasi Chirie | Agenție imobiliară",75.0,3.0,1976.0,Uzinei
2441,127 000 €,"1 |  /  | 17 | 127 000 € | 2153 €/m² | Vânzare apartament cu 2 camere - 59 m.p.- CUG - Iași | Tudor Vladimirescu, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 59 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Spre vânzare Apartament cu 2 camere– CUG, Iași

Suprafața utilă: 56 m.p.   Etajul 3 din 4
Bloc din 1986

• Compartimentare decomandată (sufragerie, dormitor, bucătărie, baie, balcon).
• Renovare... | General Estates Capital | Agenție imobiliară",59.0,2.0,1986.0,Tudor Vladimirescu
2442,111 760 €,"1 |  /  | 9 | 111 760 € | 1996 €/m² | Apartament 2 camere in Copou - 64,5 mp - Comision 0% | Carol I, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Functional, elegant, in inima verde a orasului.Un apartament compact, dar extrem de bine gandit pentru cei care cauta eficienta. Spatiul este bine impartit, cu zone distincte pentru dormit, relaxare, ... | Reactualizat | ATLAS REALTY SRL | Agenție imobiliară",5.0,2.0,1996.0,Carol I
2450,119 000 €,"1 |  /  | 10 | 119 000 € | 2245 €/m² | Apartament cu 2 camere, etaj 1 din 4 in bloc din 2014 | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 53 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere, cu o suprafata totala de 53mp, situat la etajul 1/4 intr-un bloc construit in 2014, amplasat pe Aleea Tudor Neculai, zona Nicolina – CUG.Locuinta ar... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară",53.0,2.0,2014.0,CUG
2452,99 900 €,"99 900 € | 2172 €/m² | Apartament cu 2 camere decomandat de vânzare Nicolina Esplanada | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 46 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Adresa: Str. Egalitatii, Nr. 1, Nicolina Esplanada
Suprafata 46,63 mp
Etaj: 4/4, acoperis tip pod,  An constructie: 1981, fara risc seismic
Pret: 99.900 EURO negociabil
Contact direct proprietar: 0741... | Agenție imobiliară",46.0,2.0,1981.0,Centru
2457,71 000 €,"1 |  /  | 8 | 71 000 € | 1732 €/m² | 2 camere - Pacurari- Carrefur Express-  41 mp - liber- 71000 euro | Canta, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 41 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere , 41 mp, situat in Pacurari langa scoala Elena Cuza la etajul 4 din 4, bloc din 1976Apartamentul dispune de o suprafata de 41 mp total, este liber, s... | ZDA | Agenție imobiliară",41.0,2.0,1976.0,Canta
2458,109 000 €,"1 |  /  | 6 | 109 000 € | 1677 €/m² | Apartament 3 camere decomandat, mobilat, centrala, beci + boxa – zon | Frumoasa, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 65 m² | Etaj | parter | Vezi descrierea anunțului | Agenția Invest Imobiliare vă propune spre vânzare un apartament cu 3 camere decomandat, situat în cartierul Frumoasa, la parter, într-un bloc construit în 1984, fără risc seismic. Suprafața totală est... | INVEST IMOBILIARE | Agenție imobiliară",65.0,3.0,1984.0,Frumoasa
2459,78 500 €,"1 |  /  | 10 | 78 500 € | 1784 €/m² | Apartament 2 Camere Decomandat Zimbru | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 44 m² | Etaj | 8 etajul | Vezi descrierea anunțului | Va propun spre vanzare un apartament decomandat de doua camere, 44 mp utili, etaj 8 10 construit in 1978, bloc cu lift modern &#537;i camere video, situat in cartierul Alexandru cel Bun, vis-a-vis de ... | IDEAL HOME | Agenție imobiliară",44.0,2.0,1978.0,Alexandru Cel Bun
2460,120 000 €,"1 |  /  | 10 | 120 000 € | 1714 €/m² | Apartament 3 camere decomandat - mobilat si utilat complet - Mircea ce | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 70 m² | Etaj | 9 etajul | Vezi descrierea anunțului | Va propun spre vanzare un apartament de 3 camere decomandat situat in cartierul Mircea cel Batran, la etajul 9 al unui bloc de 10 etaje construit in 1977 din placi de beton, fara risc seismic.      Ap... | IDEAL HOME | Agenție imobiliară",70.0,3.0,1977.0,Mircea cel Batran
2467,35 500 €,"1 |  /  | 9 | 35 500 € | 2731 €/m² | MiniGarsoniera in zona Palas | Podu Ros, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 13 m² | Etaj | demisol | Vezi descrierea anunțului | Agentia Imobiliara Locuinta Confortabila va propune spre vanzare o MiniGarsoniera in zona Palas - Sfantul Lazar, intr-un bloc din 2017. Camera este dotata cu Centrala Termica, tamplarie PVC, Usa Metal... | Locuinta Confortabila | Agenție imobiliară",13.0,1.0,2017.0,Podu Ros
2468,39 900 €,"1 |  /  | 8 | 39 900 € | 1995 €/m² | ETAJ 3! Garsoniera, Alexandru cel Bun, 20mp | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 20 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Cod Oferta: PG86490Compania Imobiliara PREMIER Grup va propune spre achizitie o garsoniera, situata pe etaj intermediar, intr-un bloc neincadrat la risc seismic, in zona Alexandru cel Bun–Zimbru-Pasaj... | PREMIER Grup Imobiliare | Agenție imobiliară",20.0,1.0,1995.0,Alexandru Cel Bun
2469,57 500 €,"1 |  /  | 9 | 57 500 € | 1643 €/m² | Apartament, 35 m²,  | Nicolina 2, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 35 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Apartament de vânzare – mansardă modernă în Nicolina, IașiVă propunem spre vânzare un apartament cochet, situat la mansarda unui bloc construit în 2007, amplasat în zona Nicolina, chiar lângă Kaufland... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară",35.0,2.0,2007.0,Nicolina 2
2471,239 819 €,"1 |  /  | 12 | 239 819 € | 1700 €/m² | Penthouse modern 2025 | bunastare in mediul urban | PROMOTIE | Soseaua Nicolina, Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 141.07 m² | Etaj | 9 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Vrei sa ai parte de un stil de viata echilibrat, unde confortul urban se imbina armonios cu frumusetea naturii? Descopera un loc in care aju... | Agentia Imobiliara Casa Alba | Agenție imobiliară",141.07,3.0,2025.0,Soseaua Nicolina
2472,150 365 €,"1 |  /  | 12 | 150 365 € | 1700 €/m² | Locuinta moderna 2025 | bunastare in mediul urban | PROMOTIE 3 camere | Soseaua Nicolina, Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 88.45 m² | Etaj | 1 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Vrei sa ai parte de un stil de viata echilibrat, unde confortul urban se imbina armonios cu frumusetea naturii? Descopera un loc in care aju... | Agentia Imobiliara Casa Alba | Agenție imobiliară",88.45,3.0,2025.0,Soseaua Nicolina
2473,104 788 €,"1 |  /  | 13 | 104 788 € | 1700 €/m² | Locuinta moderna 2025 | bunastare in mediul urban | PROMOTIE 2 camere | Soseaua Nicolina, Nicolina 2, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 61.64 m² | Etaj | 1 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Vrei sa ai parte de un stil de viata echilibrat, unde confortul urban se imbina armonios cu frumusetea naturii? Descopera un loc in care aju... | Agentia Imobiliara Casa Alba | Agenție imobiliară",61.64,2.0,2025.0,Soseaua Nicolina
2474,72 777 €,"1 |  /  | 13 | 72 777 € | 1700 €/m² | Locuinta moderna 2025 | bunastare in mediul urban | PROMOTIE 1 camera | Strada Libertatii, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 42.81 m² | Etaj | 1 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Vrei sa ai parte de un stil de viata echilibrat, unde confortul urban se imbina armonios cu frumusetea naturii? Descopera un loc in care aju... | Agentia Imobiliara Casa Alba | Agenție imobiliară",42.81,1.0,2025.0,Strada Libertatii
2475,135 000 €,"1 |  /  | 14 | 135 000 € | 2015 €/m² | Apartament cu 3 camere- Valea Lupului | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament cu 3 camere situat în Valea Lupului pe strada Soarelui, într-un complex de apartamente, aproape de Mall Moldova. Mobilat și utilat complet, are o suprafaţă de 67.72mp din care suprafaţă uti... | Capital Real Estate | Agenție imobiliară",67.0,3.0,2015.0,Podu Ros
2476,165 000 €,"1 |  /  | 9 | 165 000 € | 1701 €/m² | Vand apartament 4 camere Rondu Vechi DECOMANDAT etaj intermediar | Centru, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 97 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Vand apartament luminos 1987, etaj 7/10, decomandat cu vedere panoramica  cu 4 camere 2 bai la Rondu Vechi
2 camere cu vedere in fata si 2 camere cu vedere in spatele blocului
Este in intersectie Rond... | Agenție imobiliară",97.0,4.0,1987.0,Centru
2477,85 000 €,"1 |  /  | 10 | 85 000 € | 1977 €/m² | Apartament 2 camere Valea Lupului | Pacurari, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 43 m² | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere semidecomandat in Valea Lupului. Apartamentul are o suprafata de 43.1 mp si se afla la etajul 2/2 cu pod al unui bloc construit in 2021. Apartamentul... | Smart Casa Imobiliare | Agenție imobiliară",43.0,2.0,1977.0,Pacurari
2479,119 500 €,"1 |  /  | 11 | 119 500 € | 1637 €/m² | Selgros - 3 Camere Decomandat + 2 Bai - An Constructie 1986 | CUG, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 73 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Exclusivitate ! ! !Propun spre cumparare un apartament foarte spatios si luminat in zona Cug, pe strada Hlincea  Este modelul decomandat cu 2 balcoane si 2 bai( baia mica a fost desfiintata de foarte ... | IDEAL HOME | Agenție imobiliară",73.0,3.0,1986.0,CUG
2482,210 000 €,"1 |  /  | 15 | 210 000 € | 3231 €/m² | Apartament 2 camere, Copou Universitate, mutare imediata! | Copou, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 65 m² | Etaj | parter | Vezi descrierea anunțului | Apartamentul propus spre achizitie este situat in Copou, zona Universitatii, pe str. Codrescu. Este compus din 2 camere, la parterul unui imobil finalizat in anul 2018, pe cadre de beton ce este proie... | Palace Imobiliare | Agenție imobiliară",65.0,2.0,2018.0,Copou
2484,90 000 €,"1 |  /  | 5 | 90 000 € | 1636 €/m² | Apartament 2 camere, decomandat, 55 mp, Nicolina | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Apartament 2 camere decomandat – 55 mp – Nicolina (Clopotari) Caracteristici:-Suprafață: 55 mp-Compartimentare: decomandat-An construcție: 1985 Detalii apartament:-1 balcon generos la dormitor-Necesit... | INVEST IMOBILIARE | Agenție imobiliară",55.0,2.0,1985.0,Nicolina 1
2485,98 000 €,"1 |  /  | 9 | 98 000 € | 2800 €/m² | Apartament cu 1 camera , loc de parcare , Moara de Vant | Moara de Vant, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 35 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Evo Imobiliare va propune spre vanzare un apartament cu 1 camera, decomandat, situat intr-un bloc nou cu lift , construit in anul 2024 ,  din zona rezidentiala Moara de Vant, Iasi.Proprietatea este am... | Evo Imobiliare | Agenție imobiliară",35.0,1.0,2024.0,Moara de Vant
2486,250 000 €,"1 |  /  | 21 | 250 000 € | 2912 €/m² | La doar 5 minute de Piata Unirii – 4 Camere spatios, OFERTA UNICA | Strada Bacinschi, Gara, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 85.84 m² | Etaj | 2 etajul | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

OFERTA RECOMANDATA!
Apartament spațios cu 4 camere, la doar 5 minute de Piața Unirii – Confort, Locație Excelentă și Potențial!

Agentia ... | Reactualizat | Agentia Imobiliara Casa Alba | Agenție imobiliară",5.0,4.0,2001.0,Strada Bacinschi
2492,132 945 €,"În acest proiect vei găsi anunțuri potrivite criteriilor tale | finalizat | ... | 1 |  /  | 18 | Serenis Apartments Pacurari - Iasi | Strada Nicolae Oblu, Pacurari, Iasi, Iasi | Cere prețul | Prețul pe metru pătrat | 39.7-87.2 m² | Vezi descrierea anunțului | Într-un colț liniștit din zona Păcurari, Iași, te așteaptă Serenis Apartments, un bloc nou, modern și elegant, construit cu atenție pentru fiecare detaliu.Imaginează-ți cum dimineața începe într-un ap... | Reactualizat | Serenis Apartments | Dezvoltator | Intabulat! Ap 2 camere+parcare+boxa, 66.3 mp,Pacurari | 132 945 € | 2005 €/m² | Numărul de camere | 2 camere | Prețul pe metru pătrat | 66.3 m² | Intabulat!! Ap 1 camera+parcare+boxa, 48.1 mp,Pacurari | 104 764 € | 2178 €/m² | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 48.1 m² | Mai sunt anunțuri în acest proiect | Descoperă toate anunțurile",87.2,2.0,2005.0,Strada Nicolae Oblu
2493,229 000 €,"1 |  /  | 11 | 229 000 € | 2544 €/m² | Apartament 3 camere, mobilat, 95 mp, bloc 1985, Hala Centrala | Strada Anastasie Panu, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 90 m² | Etaj | 10 etajul | Vezi descrierea anunțului | Ultracentral!Apartament cu 3 camere, decomandat, complet mobilat si utilat, aflat la etajul 10/10 ( cu lift nou ) intr-un bloc din anul 1985, aflat la Hala Centrala ( Anastasie Panu )Apartamentul are ... | Greenland Imobiliare | Agenție imobiliară",95.0,3.0,1985.0,Strada Anastasie Panu
2494,119 000 €,"1 |  /  | 13 | 119 000 € | 2479 €/m² | Apartament 2 camere, etajul 1, bloc nou, mobilat si utilat, Al T Necul | Aleea Tudor Neculai, CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 48 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Agentia Evo Imobiliare, va propune spre vanzare un apartament cu 2 camere, cu o suprafata de 53mp, pozitionat la etajul 1, intr-un bloc finalizat in 2013, situat pe Aleea Tudor Neculai, CUGApartamentu... | Evo Imobiliare | Agenție imobiliară",48.0,2.0,2013.0,Aleea Tudor Neculai
2495,248 000 €,"1 |  /  | 13 | 248 000 € | 2583 €/m² | 248000 euro Apartament 4CD GARA-Carrefour et 6/8 mobilat lux bl cadre | Strada Garii, Gara, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 96 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Apartament 4 camere, decomandat, Gara-Carrefour, etaj 6/8, bloc pe cadre din 1986, modificari interioare, zona deosebita. apartamentul se vinde mobilat. Pretul este de 248.000 euro neg. | Reactualizat | BIANTO REAL ESTATE | Agenție imobiliară",8.0,4.0,1986.0,Strada Garii
2496,121 500 €,"1 |  /  | 10 | 121 500 € | 1558 €/m² | 121.500 e Galata ap 3 c decomandat bloc cadre 78 mp 2 bal et 4 cu pod | Galata, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 78 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Apartament 3 camere, decomandat, zona Galata-Iasi, la strada, bloc pe cadre din 1980, 2 balcoane, 2 bai, suprafata 78 mp, etaj 4/4 cu pod, curat, CT, tamplarie pvc. Se accepta credit. Pretul este de 1... | Reactualizat | BIANTO REAL ESTATE | Agenție imobiliară",78.0,3.0,1980.0,Galata
2497,155 000 €,"1 |  /  | 9 | 155 000 € | 2672 €/m² | Apartament 2 Camere Mobilat Spatios 57 mp Bloc Nou Intabulat Etaj 1 | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Un apartament luminos, modern și eficient compartimentat, situat într-una dintre cele mai căutate zone din Iași Centru – Palas, intr-un bloc nou dat in folosinta in 2020.Caracteristici principale:Supr... | Reactualizat | Start Imobiliare | Agenție imobiliară",57.0,2.0,2020.0,Centru
2502,59 500 €,"1 |  /  | 10 | 59 500 € | 1983 €/m² | Apartament 1 camere + terasa Hlincea 59 500 euro | Podu Ros, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 30 m² | Etaj | parter | Vezi descrierea anunțului | Apartament 1 camera Hlinceacu sau fara terasa,INTABULAT, mutare imediataPret 59500 euro.La 1 km de la bulevardul Poitiers.Direct dizvoltatorin bloc nou, la 3 min de fostul Dedeman(Manta Rosi).Apartame... | Reactualizat | ADAM IMOBIL | Agenție imobiliară",30.0,1.0,1983.0,Podu Ros
2504,115 000 €,"1 |  /  | 9 | 115 000 € | 1716 €/m² | Apartament 3 Camere, decomandat, 67mp, mobilat si utilat, Nicolina | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Invest Imobiliare spre vanzare un apartament cu 3 camere decomandat, situat în Nicolina, într-un bloc construit în 1983.Suprafață utilă: 67 m²Etaj: 4/4 (acoperiș reabilitat acum 3 ani, cu garanție)Com... | INVEST IMOBILIARE | Agenție imobiliară",67.0,3.0,1983.0,Nicolina 1
2505,99 000 €,"1 |  /  | 9 | 99 000 € | 1707 €/m² | Apartament 3 camere Canta | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 58 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 3 camere decomandat in zona Canta, Iasi. Apartamentul are o suprafata de 58mp, si se afla la etajul 4/4 al unui bloc din 1980. Apartamentul se vinde mobilat s... | Smart Casa Imobiliare | Agenție imobiliară",58.0,3.0,1980.0,Pacurari
2511,135 000 €,"1 |  /  | 9 | 135 000 € | 1956 €/m² | Comision 0% Canta 3 camere | Canta, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 69.03 m² | Etaj | 10 etajul | Vezi descrierea anunțului | Apartament cu 4 camere, vedere liberă – zona Canta, ansamblul Dream VillageSe oferă spre vânzare un apartament spațios și luminos, situat la etajul 10 din 11, în ansamblul rezidențial Dream Village, z... | Reactualizat | ZECE COLINE | Agenție imobiliară",69.03,3.0,1956.0,Canta
